Código Puesto,Nombre Puesto,Mesa,Código Comuna,Nombre Comuna,Nombre Partido,Nombre Candidato,Total Votos
1,USAQUÉN,65,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,COLEGIO AQUILEO PARRA SEDE BACHILLERATO,11,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,SAN ANTONIO UNIÓN COLOMBIA,32,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,COLEGIO AGUSTIN FERNANDEZ SEDE A,2,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,COLEGIO AGUSTIN FERNANDEZ SEDE A,3,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,INSTITUTO PEDAGOGICO NACIONAL,4,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
12,CENTRO COMERCIAL UNICENTRO,50,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
12,CENTRO COMERCIAL UNICENTRO,65,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
12,CENTRO COMERCIAL UNICENTRO,71,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,PLAZA MEXICO,27,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
16,COLEGIO MONTERROSALES,3,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
18,PARQUE CEDRITOS,3,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,ALESSANDRO VOLTA,16,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,ALESSANDRO VOLTA,20,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
24,COLEGIO DISTRITAL CRISTOBAL COLON,6,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
25,COLEGIO DISTRITAL DIVINO MAESTRO SEDE A,2,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
25,COLEGIO DISTRITAL DIVINO MAESTRO SEDE A,4,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
26,COLEGIO DISTRITAL DIVINO MAESTRO SEDE B,7,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
28,COLEGIO GENERAL SANTANDER USAQUEN,14,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
31,COLEGIO FRIEDRICH NAUMANN SEDE B,1,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
36,COLEGIO SAN FRANCISCO CL 186,6,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
41,COLEGIO CARDENAL SANCHA,11,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
46,COLEGIO PUREZA DE MARIA,10,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
53,COLEGIO MARIA AUXILIADORA NORTE,2,1,LOCALIDAD 1 USAQUEN,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,UNIVERSIDAD SERGIO ARBOLEDA,1,2,LOCALIDAD 2 CHAPINERO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,SENA CALLE 52,4,2,LOCALIDAD 2 CHAPINERO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,U. SANTO TOMAS CLAUSTRO,2,2,LOCALIDAD 2 CHAPINERO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
12,MEDICINA LEGAL,5,3,LOCALIDAD 3 SANTA FE,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,CENTRO COMERCIAL SAN MARTIN,2,3,LOCALIDAD 3 SANTA FE,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,CENTRO COMERCIAL SAN MARTIN,4,3,LOCALIDAD 3 SANTA FE,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,CENTRO COMERCIAL SAN MARTIN,8,3,LOCALIDAD 3 SANTA FE,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,UNIVERSIDAD CENTRAL,3,3,LOCALIDAD 3 SANTA FE,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,UNIVERSIDAD CENTRAL,4,3,LOCALIDAD 3 SANTA FE,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,LAS BRISAS,15,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,SAN CRISTOBAL SUR,11,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,SAN CRISTOBAL SUR,13,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,SAN CRISTOBAL SUR,8,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,LAS MERCEDES,11,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,LAS MERCEDES,18,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,SAN BLAS,14,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,SAN BLAS,15,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,SOSIEGO,16,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
9,MONTEBELLO,8,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
10,RAMAJAL,4,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
12,SAN ISIDRO,20,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
14,SAN MARTIN DE LOBA SUR,9,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
16,CDC LA VICTORIA,37,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
19,REPUBLICA DEL CANADA,10,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,JUAN REY,3,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,VILLA DE LOS ALPES,16,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,VILLA DE LOS ALPES,5,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
27,ARBOLEDA SUR,11,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
29,COLISEO DEPORTIVO PRIMERA DE MAYO,5,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,0
36,ROMA COLSUBSIDIO,1,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
36,ROMA COLSUBSIDIO,3,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
37,LA GLORIA- ESCUELA ALTAMIRA,2,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
38,RAMAJAL AMAPOLAS,4,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
42,ATENAS,1,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
50,MORALBA,2,4,LOCALIDAD 4 SAN CRISTOBAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,SANTA MARTA,22,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,SANTA MARTA,5,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
8,MARICHUELA,26,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
9,LA AURORA,16,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
9,LA AURORA,6,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
10,CHUNIZA,27,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
10,CHUNIZA,9,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
14,EL VIRREY,16,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
15,EL DANUBIO AZUL,23,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
15,EL DANUBIO AZUL,5,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
15,EL DANUBIO AZUL,9,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
17,LA FORTALEZA,5,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
18,EL BOSQUE,17,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
19,VILLA HERMOSA,3,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
20,VALLES DE CAFAM,4,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
20,VALLES DE CAFAM,9,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,LA FISCALA,4,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,PORTAL USME,3,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
26,GRAN YOMASA,8,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
35,BRAZUELOS,6,5,LOCALIDAD 5 USME,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
2,"FATIMA ""A""",15,6,LOCALIDAD 6 TUNJUELITO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
2,"FATIMA ""A""",28,6,LOCALIDAD 6 TUNJUELITO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,SAN CARLOS,15,6,LOCALIDAD 6 TUNJUELITO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
8,SAN VICENTE FERRER,30,6,LOCALIDAD 6 TUNJUELITO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,TUNJUELITO B,1,6,LOCALIDAD 6 TUNJUELITO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,TUNJUELITO B,6,6,LOCALIDAD 6 TUNJUELITO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,NUESTRA SEÑORA LAS VICTORIAS,1,6,LOCALIDAD 6 TUNJUELITO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,JOSE ANTONIO GALAN,9,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,LA AMISTAD,17,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,CARLOS ALBAN,17,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,CARLOS ALBAN,30,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,LA LIBERTAD,16,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,LA LIBERTAD,3,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,PIAMONTE,17,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,PIAMONTE,18,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,PIAMONTE,23,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,PIAMONTE,7,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
8,LA ESTACION,18,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
10,PALESTINA,16,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,ORLANDO HIGUITA,20,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,ORLANDO HIGUITA,27,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,BOSA BRASILIA,1,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,BOSA BRASILIA,29,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
14,ISLANDIA,20,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
15,JIMENEZ DE QUESADA,6,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,EL RECREO,12,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,EL RECREO,14,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,EL RECREO,17,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,EL RECREO,5,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,LA ESPERANZA,10,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
24,FRANCISCO DE PAULA SANTANDER,4,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
26,ATALAYAS,3,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
26,ATALAYAS,8,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
29,CIUDADELA EL PORVENIR,40,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
32,LAURELES II,10,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
36,LLANO ORIENTAL,5,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
37,CARBONELL,9,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
41,CLARETIANO,18,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
43,HOLANDA,4,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
43,HOLANDA,6,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
43,HOLANDA,8,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
68,COLEGIO JORGE ISAACS,2,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
70,PARQUES DE BOGOTA,5,7,LOCALIDAD 7 BOSA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
2,ROMA,11,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
2,ROMA,35,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,PERPETUO SOCORRO,8,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
4,CATALINA,18,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,CASABLANCA 32,18,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,CASABLANCA 32,23,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,CASABLANCA 32,29,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,GRAN COLOMBIANO,13,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,GRAN COLOMBIANO,8,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
9,CARLOS ARTURO TORRES,12,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
9,CARLOS ARTURO TORRES,26,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,COLEGIO ALFONSO LOPEZ PUMAREJO,13,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
12,FRANCISCO MIRANDA,10,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
16,EL JAPON,10,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
19,PATIO BONITO,52,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
19,PATIO BONITO,8,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,PROSPERO PINZON,17,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,COLEGIO LA AMISTAD,15,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
24,LOS HEROES,5,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
24,LOS HEROES,8,8,LOCALIDAD  8 KENNEDY,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
